instrument,date,dow,day_open,day_close,day_high,day_low,prev_close,pdh,pdl,gap_pct,gap_type,gap_bucket,inside_day,outside_day,prev_inside,broke_pdh,broke_pdl,broke_pd_both,broke_pd_none,broke_pd_first,first15_bull,first30_bull,first60_bull,orb_high,orb_low,orb_range,orb_close,orb_close_above_mid,orb_close_loc,orb_first_side,orb_high_break,orb_low_break,orb_both_break,orb_one_side,orb_no_break,orb_break_first,orb_break_count,orb_up_ext,orb_dn_ext,orb_up_retr,orb_dn_retr,ib_high,ib_low,ib_range,ib_close,ib_close_above_mid,ib_close_loc,ib_first_side,ib_high_break,ib_low_break,ib_both_break,ib_one_side,ib_no_break,ib_break_first,ib_break_count,ib_up_ext,ib_dn_ext,ib_up_retr,ib_dn_retr
BANK NIFTY,2023-12-07,Thursday,46735.4,46820.2,46927.7,46507.15,46827.69921875,47259.8515625,46750.19921875,-0.19699999690055847,Gap Down,0 to -0.2%,False,False,False,False,True,False,False,pdl,False,False,False,46774.2,46507.15,267.05,46510.95,False,0.0142,high,True,False,False,True,False,high,1,0.5748,-0.0161,0.20430000126361847,,46774.2,46507.15,267.05,46581.15,False,0.2771,high,True,False,False,True,False,high,1,0.5748000144958496,-0.1679999977350235,0.20430000126361847,
BANK NIFTY,2023-12-08,Friday,46797.2,47279.15,47303.3,46793.9,46820.19921875,46927.69921875,46507.1484375,-0.04899999871850014,Flat,0 to -0.2%,False,False,False,True,False,False,False,pdh,True,True,True,46976.15,46793.9,182.25,46938.5,True,0.7934,low,True,False,False,True,False,high,1,1.7951,-0.3106,0.6894000172615051,,47124.15,46793.9,330.25,47097.5,True,0.9193,low,True,False,False,True,False,high,1,0.5425000190734863,-0.17139999568462372,0.8285999894142151,
BANK NIFTY,2023-12-11,Monday,47233.3,47298.85,47588.0,47186.6,47279.1484375,47303.30078125,46793.8984375,-0.09700000286102295,Flat,0 to -0.2%,False,False,False,True,False,False,False,pdh,True,True,True,47498.1,47232.85,265.25,47268.1,False,0.1329,low,True,True,True,False,False,low,2,0.3389,0.1744,0.8374999761581421,1.3388999700546265,47498.1,47186.6,311.5,47476.0,True,0.929,high,True,False,False,True,False,high,1,0.28859999775886536,-0.28679999709129333,0.7131999731063843,
BANK NIFTY,2023-12-12,Tuesday,47421.7,47098.25,47454.0,47076.5,47298.8515625,47588.0,47186.6015625,0.25999999046325684,Gap Up,+0.2% to +0.5%,False,False,False,False,True,False,False,pdl,False,False,False,47454.0,47354.55,99.45,47378.5,False,0.2408,high,False,True,False,True,False,low,1,-0.543,2.7959,,0.4569999873638153,47454.0,47225.05,228.95,47243.05,False,0.0786,high,False,True,False,True,False,low,1,-0.4648999869823456,0.6488000154495239,,0.535099983215332
BANK NIFTY,2023-12-13,Wednesday,47190.75,47091.8,47201.95,46886.9,47098.25,47454.0,47076.5,0.19599999487400055,Gap Up,0 to +0.2%,False,False,False,False,True,False,False,pdl,False,False,False,47201.95,46963.95,238.0,47030.1,False,0.278,high,False,True,False,True,False,low,1,-0.1781,0.3237,,0.8219000101089478,47201.95,46886.9,315.05,46963.8,False,0.2441,high,False,False,False,False,True,none,0,-0.13459999859333038,-0.07090000063180923,,
BANK NIFTY,2023-12-14,Thursday,47567.65,47714.45,47943.6,47510.85,47091.80078125,47201.94921875,46886.8984375,1.0099999904632568,Gap Up,> +1%,False,False,False,False,False,False,True,none,True,True,True,47756.85,47510.85,246.0,47680.15,True,0.6882,low,True,False,False,True,False,high,1,0.7591,-0.4626,0.4034999907016754,,47943.6,47510.85,432.75,47890.2,True,0.8766,low,False,False,False,False,True,none,0,-0.1088000014424324,-0.3391000032424927,,
BANK NIFTY,2023-12-15,Friday,47939.9,48158.85,48219.95,47632.85,47714.44921875,47943.6015625,47510.8515625,0.47200000286102295,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,False,False,False,47987.25,47764.35,222.9,47764.45,False,0.0004,high,True,True,True,False,False,low,2,1.044,0.59,0.16979999840259552,2.0439999103546143,47987.25,47666.35,320.9,47797.8,False,0.4096,high,True,True,True,False,False,low,2,0.7250999808311462,0.10440000146627426,0.11800000071525574,1.725100040435791
BANK NIFTY,2023-12-18,Monday,48068.5,47836.4,48076.6,47810.3,48158.8515625,48219.94921875,47632.8515625,-0.18799999356269836,Gap Down,0 to -0.2%,True,False,False,False,False,False,True,none,False,False,False,48069.35,47810.3,259.05,47985.5,True,0.6763,high,True,False,False,True,False,high,1,0.028,-0.0556,0.9444000124931335,,48069.35,47810.3,259.05,47915.45,False,0.4059,high,True,False,False,True,False,high,1,0.02800000086426735,-0.05559999868273735,0.9444000124931335,
BANK NIFTY,2023-12-19,Tuesday,47940.4,47874.2,48017.0,47646.05,47836.3984375,48076.6015625,47810.30078125,0.21699999272823334,Gap Up,+0.2% to +0.5%,False,False,True,False,True,False,False,pdl,False,False,False,47976.5,47769.1,207.4,47794.45,False,0.1222,high,True,True,True,False,False,low,2,0.1953,0.5933,0.8995000123977661,1.1952999830245972,47976.5,47646.05,330.45,47677.35,False,0.0947,high,True,False,False,True,False,high,1,0.1225999966263771,-0.07280000299215317,0.5644999742507935,
BANK NIFTY,2023-12-20,Wednesday,48085.35,47393.1,48166.15,47366.5,47874.19921875,48017.0,47646.05078125,0.4410000145435333,Gap Up,+0.2% to +0.5%,False,True,False,True,True,True,False,pdh,True,True,False,48152.2,48015.6,136.6,48117.2,True,0.7438,low,True,True,True,False,False,high,2,0.1021,4.7519,5.7519001960754395,0.3278999924659729,48166.15,47955.05,211.1,47993.3,False,0.1812,high,False,True,False,True,False,low,1,-0.6018000245094299,2.7880001068115234,,0.39820000529289246
BANK NIFTY,2023-12-21,Thursday,47172.45,47913.6,47932.4,46919.7,47393.1015625,48166.1484375,47366.5,-0.4659999907016754,Gap Down,-0.2% to -0.5%,False,False,False,False,True,False,False,pdl,False,False,True,47250.0,46945.2,304.8,47053.9,False,0.3566,low,True,True,True,False,False,low,2,2.2388,0.0837,0.3930000066757202,3.238800048828125,47275.6,46919.7,355.9,47231.2,True,0.8752,low,True,False,False,True,False,high,1,1.8453999757766724,-0.5914999842643738,0.40849998593330383,
BANK NIFTY,2023-12-22,Friday,47837.75,47512.55,48071.4,47421.95,47913.6015625,47932.3984375,46919.69921875,-0.15800000727176666,Gap Down,0 to -0.2%,False,False,False,True,False,False,False,pdh,False,False,True,47869.2,47706.5,162.7,47726.4,False,0.1223,high,True,True,True,False,False,low,2,1.2428,1.7489,2.7488999366760254,2.242799997329712,47951.5,47685.25,266.25,47931.5,True,0.9249,low,True,True,True,False,False,high,2,0.450300008058548,0.9889000058174133,1.9888999462127686,0.792900025844574
BANK NIFTY,2023-12-26,Tuesday,47576.4,47726.8,47838.45,47411.65,47512.55078125,48071.3984375,47421.94921875,0.1340000033378601,Flat,0 to +0.2%,False,False,False,False,True,False,False,pdl,False,False,False,47624.2,47475.2,149.0,47476.95,False,0.0117,high,True,True,True,False,False,low,2,1.4379,0.4265,0.20399999618530273,2.4379000663757324,47624.2,47411.65,212.55,47507.95,False,0.4531,high,True,False,False,True,False,high,1,1.0080000162124634,-0.43540000915527344,0.14300000667572021,
BANK NIFTY,2023-12-27,Wednesday,47818.5,48307.55,48347.65,47806.7,47726.80078125,47838.44921875,47411.6484375,0.19200000166893005,Gap Up,0 to +0.2%,False,False,False,True,False,False,False,pdh,True,True,True,47895.35,47806.7,88.65,47876.1,True,0.7829,high,True,False,False,True,False,high,1,5.1019,-0.2177,0.26170000433921814,,48027.15,47806.7,220.45,47987.85,True,0.8217,low,True,False,False,True,False,high,1,1.4537999629974365,-0.3531000018119812,0.6468999981880188,
BANK NIFTY,2023-12-28,Thursday,48479.05,48548.35,48636.45,48343.15,48307.55078125,48347.6484375,47806.69921875,0.35499998927116394,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,True,True,False,48589.45,48408.75,180.7,48524.45,True,0.6403,low,True,True,True,False,False,high,2,0.2601,0.363,1.3630000352859497,1.1361000537872314,48636.45,48343.15,293.3,48407.85,False,0.2206,high,False,False,False,False,True,none,0,-0.07639999687671661,-0.09430000185966492,,
BANK NIFTY,2023-12-29,Friday,48374.85,48283.6,48477.7,48091.85,48548.3515625,48636.44921875,48343.1484375,-0.3569999933242798,Gap Down,-0.2% to -0.5%,False,False,False,False,True,False,False,pdl,False,False,False,48477.7,48287.8,189.9,48350.0,False,0.3275,high,False,True,False,True,False,low,1,-0.4855,1.0319,,0.5145000219345093,48477.7,48220.5,257.2,48228.85,False,0.0325,high,False,True,False,True,False,low,1,-0.35850000381469727,0.5001999735832214,,0.6414999961853027
BANK NIFTY,2024-01-01,Monday,48203.45,48232.3,48450.0,48134.9,48283.6015625,48477.69921875,48091.8515625,-0.16599999368190765,Gap Down,0 to -0.2%,True,False,False,False,False,False,True,none,False,True,True,48282.35,48134.9,147.45,48184.25,False,0.3347,high,True,False,False,True,False,high,1,1.137,-0.1984,0.8015999794006348,,48318.95,48134.9,184.05,48250.5,True,0.6281,low,True,False,False,True,False,high,1,0.7120000123977661,-0.15889999270439148,0.8410999774932861,
BANK NIFTY,2024-01-02,Tuesday,48194.8,47726.1,48223.55,47689.8,48232.30078125,48450.0,48134.8984375,-0.07800000160932541,Flat,0 to -0.2%,False,False,True,False,True,False,False,pdl,False,False,False,48211.9,48068.05,143.85,48180.15,True,0.7793,high,True,True,True,False,False,high,2,0.081,2.6295,3.629499912261963,0.03680000081658363,48223.55,47892.85,330.7,47968.65,False,0.2292,high,False,True,False,True,False,low,1,-0.7226999998092651,0.6140000224113464,,0.21850000321865082
BANK NIFTY,2024-01-03,Wednesday,47796.3,47708.55,47798.75,47481.35,47726.1015625,48223.55078125,47689.80078125,0.1469999998807907,Flat,0 to +0.2%,False,False,False,False,True,False,False,pdl,False,False,False,47798.75,47511.1,287.65,47584.1,False,0.2538,high,False,True,False,True,False,low,1,-0.0466,0.1034,,0.9534000158309937,47798.75,47481.35,317.4,47577.45,False,0.3028,high,False,False,False,False,True,none,0,-0.0421999990940094,-0.1623000055551529,,
BANK NIFTY,2024-01-04,Thursday,47805.4,48202.8,48221.3,47738.15,47708.55078125,47798.75,47481.3515625,0.2029999941587448,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,True,True,True,47860.0,47738.15,121.85,47846.15,True,0.8863,low,True,False,False,True,False,high,1,2.9651,-0.5601,0.4399000108242035,,47993.65,47738.15,255.5,47973.0,True,0.9192,low,True,False,False,True,False,high,1,0.890999972820282,-0.7954999804496765,0.2045000046491623,
BANK NIFTY,2024-01-05,Friday,48245.55,48140.15,48381.95,47822.85,48202.80078125,48221.30078125,47738.1484375,0.08900000154972076,Flat,0 to +0.2%,False,False,False,True,False,False,False,pdh,True,True,True,48381.95,48238.2,143.75,48287.2,False,0.3409,low,False,True,False,True,False,low,1,-0.2591,2.8894,,0.7408999800682068,48381.95,48233.3,148.65,48295.6,False,0.4191,high,False,True,False,True,False,low,1,-0.4846999943256378,2.761199951171875,,0.47360000014305115
BANK NIFTY,2024-01-08,Monday,48096.65,47478.5,48154.5,47387.35,48140.1484375,48381.94921875,47822.8515625,-0.09000000357627869,Flat,0 to -0.2%,False,False,False,False,True,False,False,pdl,False,False,False,48154.5,48016.75,137.75,48042.95,False,0.1902,low,False,True,False,True,False,low,1,-0.5256,4.5691,,0.47440001368522644,48154.5,47932.8,221.7,47985.95,False,0.2397,high,False,True,False,True,False,low,1,-0.32659998536109924,2.4602999687194824,,0.6733999848365784
BANK NIFTY,2024-01-09,Tuesday,47705.4,47256.6,47939.3,47206.25,47478.5,48154.5,47387.3515625,0.4779999852180481,Gap Up,+0.2% to +0.5%,False,False,False,False,True,False,False,pdl,True,False,True,47798.05,47635.0,163.05,47772.8,True,0.8451,low,True,True,True,False,False,low,2,0.8663,2.6295,3.629499912261963,1.8662999868392944,47798.05,47590.6,207.45,47706.35,True,0.558,high,True,True,True,False,False,high,2,0.680899977684021,1.8528000116348267,2.852799892425537,0.23690000176429749
BANK NIFTY,2024-01-10,Wednesday,47073.85,47341.9,47423.45,47010.8,47256.6015625,47939.30078125,47206.25,-0.3869999945163727,Gap Down,-0.2% to -0.5%,False,False,False,False,True,False,False,pdl,False,True,True,47157.6,47024.95,132.65,47030.15,False,0.0392,high,True,True,True,False,False,low,2,2.0041,0.1067,0.40299999713897705,3.0041000843048096,47325.65,47010.8,314.85,47317.95,True,0.9755,low,True,False,False,True,False,high,1,0.31060001254081726,-0.3686999976634979,0.6312999725341797,
BANK NIFTY,2024-01-11,Thursday,47538.6,47434.6,47662.1,47237.0,47341.8984375,47423.44921875,47010.80078125,0.41499999165534973,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,True,False,False,47662.1,47515.45,146.65,47621.15,True,0.7207,low,False,True,False,True,False,low,1,-0.267,1.8987,,0.5435000061988831,47662.1,47459.25,202.85,47501.55,False,0.2085,high,False,True,False,True,False,low,1,-0.33009999990463257,1.0956000089645386,,0.6699000000953674
BANK NIFTY,2024-01-12,Friday,47572.7,47676.85,47873.7,47408.5,47434.6015625,47662.1015625,47237.0,0.29100000858306885,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,False,False,True,47586.25,47445.35,140.9,47468.95,False,0.1675,high,True,True,True,False,False,low,2,2.0401,0.2615,0.1873999983072281,3.04010009765625,47639.65,47408.5,231.15,47629.6,True,0.9565,low,True,False,False,True,False,high,1,1.0125999450683594,-0.8406000137329102,0.15940000116825104,
BANK NIFTY,2024-01-15,Monday,47891.05,48167.85,48199.95,47825.4,47676.8515625,47873.69921875,47408.5,0.4490000009536743,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,True,True,True,48097.9,47830.05,267.85,48069.5,True,0.894,low,True,True,True,False,False,high,2,0.381,0.0174,1.0174000263214111,1.38100004196167,48129.35,47825.4,303.95,47949.15,False,0.4071,high,True,False,False,True,False,high,1,0.23229999840259552,-0.3628999888896942,0.3513999879360199,
BANK NIFTY,2024-01-16,Tuesday,48109.95,48126.0,48305.4,48002.85,48167.8515625,48199.94921875,47825.3984375,-0.11999999731779099,Flat,0 to -0.2%,False,False,False,True,False,False,False,pdh,True,True,True,48204.15,48031.2,172.95,48132.4,True,0.5851,low,True,True,True,False,False,high,2,0.5854,0.1639,1.1639000177383423,0.8725000023841858,48254.7,48031.2,223.5,48241.25,True,0.9398,low,True,True,True,False,False,high,2,0.22679999470710754,0.12680000066757202,1.1267999410629272,0.6751999855041504
BANK NIFTY,2024-01-17,Wednesday,46573.95,46085.85,47212.75,45979.6,48126.0,48305.3984375,48002.8515625,-3.2249999046325684,Gap Down,< -1%,False,False,False,False,False,False,True,none,True,True,True,47212.75,46534.3,678.45,46918.95,True,0.567,low,False,True,False,True,False,low,1,-0.1433,0.8176,,0.08529999852180481,47212.75,46534.3,678.45,46953.35,True,0.6177,low,False,True,False,True,False,low,1,-0.3400000035762787,0.8176000118255615,,0.08529999852180481
BANK NIFTY,2024-01-18,Thursday,45492.75,45683.2,46184.05,45430.7,46085.8515625,47212.75,45979.6015625,-1.2869999408721924,Gap Down,< -1%,False,False,False,False,True,False,False,pdl,True,True,True,45824.1,45430.7,393.4,45772.0,True,0.8676,low,True,False,False,True,False,high,1,0.915,-0.1941,0.805899977684021,,45925.6,45430.7,494.9,45780.9,True,0.7076,low,True,False,False,True,False,high,1,0.5221999883651733,-0.1543000042438507,0.8457000255584717,
BANK NIFTY,2024-01-19,Friday,46103.5,45710.95,46249.85,45558.05,45683.19921875,46184.05078125,45430.69921875,0.9200000166893005,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,True,False,True,46160.9,46026.15,134.75,46137.45,True,0.826,low,True,True,True,False,False,high,2,0.6601,3.4738,4.473800182342529,1.660099983215332,46183.85,46017.25,166.6,46109.45,True,0.5534,high,True,True,True,False,False,high,2,0.3962000012397766,2.7562999725341797,3.7562999725341797,0.5525000095367432
BANK NIFTY,2024-01-20,Saturday,45989.25,46104.75,46183.7,45640.9,45710.94921875,46249.8515625,45558.05078125,0.609000027179718,Gap Up,+0.5% to +1%,True,False,False,False,False,False,True,none,True,False,False,46069.0,45895.1,173.9,46012.25,True,0.6737,low,True,True,True,False,False,low,2,0.6596,1.4618,0.7389000058174133,1.659600019454956,46069.0,45749.05,319.95,45840.05,False,0.2844,high,True,True,True,False,False,low,2,0.35850000381469727,0.33799999952316284,0.4016000032424927,1.3585000038146973
BANK NIFTY,2024-01-23,Tuesday,46495.45,45030.4,46580.3,44886.1,46104.75,46183.69921875,45640.8984375,0.847000002861023,Gap Up,+0.5% to +1%,False,True,True,True,True,True,False,pdh,False,False,False,46580.3,46346.9,233.4,46392.4,False,0.1949,high,False,True,False,True,False,low,1,-0.7583,6.2587,,0.24169999361038208,46580.3,45898.6,681.7,45993.7,False,0.1395,high,False,True,False,True,False,low,1,-0.7734000086784363,1.4852999448776245,,0.07509999722242355
BANK NIFTY,2024-01-24,Wednesday,44489.4,45140.75,45485.5,44489.4,45030.3984375,46580.30078125,44886.1015625,-1.2009999752044678,Gap Down,< -1%,False,False,False,False,True,False,False,pdl,True,True,True,44928.95,44489.4,439.55,44923.5,True,0.9876,low,True,False,False,True,False,high,1,1.2662,-0.2619,0.738099992275238,,45397.7,44489.4,908.3,45261.95,True,0.8505,low,True,False,False,True,False,high,1,0.09669999778270721,-0.1266999989748001,0.8733000159263611,
BANK NIFTY,2024-01-25,Thursday,45057.95,44900.55,45136.1,44429.0,45140.75,45485.5,44489.3984375,-0.18299999833106995,Gap Down,0 to -0.2%,False,False,False,False,True,False,False,pdl,False,False,False,45136.1,44891.65,244.45,45046.55,True,0.6337,high,False,True,False,True,False,low,1,-0.2712,1.8926,,0.3885999917984009,45136.1,44804.0,332.1,44824.35,False,0.0613,high,False,True,False,True,False,low,1,-0.6829000115394592,1.1291999816894531,,0.31709998846054077
BANK NIFTY,2024-01-29,Monday,45171.5,45531.55,45660.35,45110.9,44900.55078125,45136.1015625,44429.0,0.6029999852180481,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,True,True,True,45347.95,45110.9,237.05,45334.35,True,0.9426,low,True,False,False,True,False,high,1,1.3179,-0.3919,0.6080999970436096,,45499.45,45110.9,388.55,45463.9,True,0.9085,low,True,False,False,True,False,high,1,0.4140999913215637,-0.23909999430179596,0.7609000205993652,
BANK NIFTY,2024-01-30,Tuesday,45481.5,45389.7,45678.7,45206.05,45531.55078125,45660.3515625,45110.8984375,-0.10999999940395355,Flat,0 to -0.2%,False,False,False,True,False,False,False,pdh,False,False,False,45678.7,45398.0,280.7,45409.0,False,0.0392,high,False,True,False,True,False,low,1,-0.4688,0.6838,,0.5311999917030334,45678.7,45264.15,414.55,45351.35,False,0.2104,high,False,True,False,True,False,low,1,-0.3727000057697296,0.14010000228881836,,0.4526999890804291
BANK NIFTY,2024-01-31,Wednesday,45295.65,45986.75,46179.75,45071.2,45389.69921875,45678.69921875,45206.05078125,-0.2070000022649765,Gap Down,-0.2% to -0.5%,False,True,False,True,True,True,False,pdl,False,True,True,45330.5,45071.2,259.3,45197.55,False,0.4873,high,True,False,False,True,False,high,1,3.2752,-0.1205,0.1039000004529953,,45859.15,45071.2,787.95,45824.45,True,0.956,low,True,False,False,True,False,high,1,0.40689998865127563,-0.8751000165939331,0.12489999830722809,
BANK NIFTY,2024-02-01,Thursday,46164.9,46166.15,46306.9,45668.35,45986.75,46179.75,45071.19921875,0.3869999945163727,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,False,False,False,46173.3,45825.5,347.8,45874.95,False,0.1422,high,True,True,True,False,False,low,2,0.3841,0.4518,0.7038999795913696,1.3840999603271484,46173.3,45702.4,470.9,45899.05,False,0.4176,high,True,True,True,False,False,low,2,0.28369998931884766,0.0723000019788742,0.5199000239372253,1.2836999893188477
BANK NIFTY,2024-02-02,Friday,46568.2,45945.8,46892.35,45916.35,46166.1484375,46306.8984375,45668.3515625,0.8709999918937683,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,True,True,True,46699.6,46501.1,198.5,46621.0,True,0.604,low,True,True,True,False,False,low,2,0.971,2.9458,3.9458000659942627,1.9709999561309814,46699.6,46501.1,198.5,46612.0,True,0.5587,low,True,True,True,False,False,low,2,0.9710000157356262,2.9458000659942627,3.9458000659942627,1.9709999561309814
BANK NIFTY,2024-02-05,Monday,45962.25,45853.8,46048.6,45615.1,45945.80078125,46892.3515625,45916.3515625,0.035999998450279236,Flat,0 to +0.2%,False,False,False,False,True,False,False,pdl,False,False,False,45974.7,45615.1,359.6,45896.1,True,0.7814,high,True,False,False,True,False,high,1,0.2055,-0.2658,0.7342000007629395,,46040.05,45615.1,424.95,45904.6,True,0.6813,low,True,False,False,True,False,high,1,0.020099999383091927,-0.22499999403953552,0.7749999761581421,
BANK NIFTY,2024-02-06,Tuesday,45891.2,45661.85,45932.15,45527.0,45853.80078125,46048.6015625,45615.1015625,0.0820000022649765,Flat,0 to +0.2%,False,False,False,False,True,False,False,pdl,False,False,False,45932.15,45592.2,339.95,45618.5,False,0.0774,high,False,True,False,True,False,low,1,-0.1841,0.1918,,0.8159000277519226,45932.15,45592.2,339.95,45729.7,False,0.4045,high,False,True,False,True,False,low,1,-0.18410000205039978,0.19179999828338623,,0.8159000277519226
BANK NIFTY,2024-02-07,Wednesday,45944.6,45857.1,46062.85,45620.5,45661.8515625,45932.1484375,45527.0,0.6190000176429749,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,True,False,False,46062.85,45921.25,141.6,45961.6,False,0.285,high,False,True,False,True,False,low,1,-0.1695,2.1239,,0.5004000067710876,46062.85,45802.65,260.2,45875.4,False,0.2796,high,False,True,False,True,False,low,1,-0.6187000274658203,0.699999988079071,,0.32739999890327454
BANK NIFTY,2024-02-08,Thursday,45973.85,45008.25,46181.2,44893.75,45857.1015625,46062.8515625,45620.5,0.2549999952316284,Gap Up,+0.2% to +0.5%,False,True,False,True,True,True,False,pdh,True,True,True,46069.35,45941.65,127.7,46057.45,True,0.9068,low,True,True,True,False,False,high,2,0.8758,8.2057,9.205699920654297,0.8586999773979187,46181.2,45921.4,259.8,46020.6,False,0.3818,high,False,True,False,True,False,low,1,-0.5,3.9554998874664307,,0.5
BANK NIFTY,2024-02-09,Friday,44986.75,45645.15,45717.5,44859.15,45008.25,46181.19921875,44893.75,-0.04800000041723251,Flat,0 to -0.2%,False,False,False,False,True,False,False,pdl,True,True,True,45153.4,44859.15,294.25,45111.25,True,0.8568,low,True,False,False,True,False,high,1,1.9171,-0.4641,0.5358999967575073,,45352.5,44859.15,493.35,45348.0,True,0.9909,low,True,False,False,True,False,high,1,0.739799976348877,-0.3926999866962433,0.17960000038146973,
BANK NIFTY,2024-02-12,Monday,45664.3,44833.75,45748.5,44633.85,45645.1484375,45717.5,44859.1484375,0.041999999433755875,Flat,0 to +0.2%,False,True,False,True,True,True,False,pdh,False,False,False,45748.5,45523.55,224.95,45575.05,False,0.2289,high,False,True,False,True,False,low,1,-0.5541,3.9551,,0.44589999318122864,45748.5,45337.0,411.5,45376.35,False,0.0956,high,False,True,False,True,False,low,1,-0.8378999829292297,1.7086999416351318,,0.09160000085830688
BANK NIFTY,2024-02-13,Tuesday,45056.8,45543.9,45750.4,44819.55,44833.75,45748.5,44633.8515625,0.49799999594688416,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,False,True,True,45074.15,44840.6,233.55,44893.4,False,0.2261,high,True,True,True,False,False,low,2,2.8956,0.0901,0.38449999690055847,3.8956000804901123,45442.85,44819.55,623.3,45402.5,True,0.9353,low,True,False,False,True,False,high,1,0.4934000074863434,-0.26440000534057617,0.7355999946594238,
BANK NIFTY,2024-02-14,Wednesday,45014.65,45762.1,46170.45,44860.75,45543.8984375,45750.3984375,44819.55078125,-1.1619999408721924,Gap Down,< -1%,False,False,False,True,False,False,False,pdh,False,True,True,45140.1,44880.75,259.35,44940.1,False,0.2288,high,True,True,True,False,False,low,2,3.9728,0.0771,0.41429999470710754,4.972799777984619,45259.05,44860.75,398.3,45255.9,True,0.9921,low,True,False,False,True,False,high,1,2.2881999015808105,-0.8442999720573425,0.15569999814033508,
BANK NIFTY,2024-02-15,Thursday,46027.1,46211.6,46256.7,45590.2,45762.1015625,46170.44921875,44860.75,0.5789999961853027,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,False,False,False,46100.65,45858.0,242.65,45911.3,False,0.2197,high,True,True,True,False,False,low,2,0.6431,1.1037,0.29980000853538513,1.6431000232696533,46100.65,45590.2,510.45,45853.2,True,0.5152,high,True,False,False,True,False,high,1,0.30570000410079956,-0.4239000082015991,0.14249999821186066,
BANK NIFTY,2024-02-16,Friday,46454.3,46371.7,46693.4,46264.4,46211.6015625,46256.69921875,45590.19921875,0.5249999761581421,Gap Up,+0.5% to +1%,False,False,False,False,False,False,True,none,False,False,False,46485.25,46315.25,170.0,46396.05,False,0.4753,high,True,True,True,False,False,low,2,1.2244,0.2991,1.0023000240325928,2.224400043487549,46485.25,46264.4,220.85,46453.1,True,0.8544,high,True,False,False,True,False,high,1,0.9424999952316284,-0.11819999665021896,0.7716000080108643,
BANK NIFTY,2024-02-19,Monday,46554.9,46525.4,46717.4,46317.7,46371.69921875,46693.3984375,46264.3984375,0.39500001072883606,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,False,False,False,46619.05,46407.55,211.5,46419.8,False,0.0579,high,True,True,True,False,False,low,2,0.465,0.4248,0.7810999751091003,1.465000033378601,46619.05,46317.7,301.35,46455.45,False,0.4571,high,True,False,False,True,False,high,1,0.3264000117778778,-0.3098999857902527,0.5482000112533569,
BANK NIFTY,2024-02-20,Tuesday,46444.9,47105.1,47128.35,46367.8,46525.3984375,46717.3984375,46317.69921875,-0.17299999296665192,Gap Down,0 to -0.2%,False,False,False,True,False,False,False,pdh,False,True,True,46478.65,46367.8,110.85,46419.3,False,0.4646,high,True,False,False,True,False,high,1,5.8612,-0.2409,0.3553999960422516,,46878.85,46367.8,511.05,46878.85,True,1.0,low,True,False,False,True,False,high,1,0.48820000886917114,-0.8317999839782715,0.16820000112056732,
BANK NIFTY,2024-02-21,Wednesday,47363.4,47073.05,47363.4,46925.05,47105.1015625,47128.3515625,46367.80078125,0.5479999780654907,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,False,False,False,47363.4,47114.0,249.4,47156.65,False,0.171,high,False,True,False,True,False,low,1,-0.0174,0.7576,,0.9825999736785889,47363.4,47074.75,288.65,47138.95,False,0.2224,high,False,True,False,True,False,low,1,-0.15309999883174896,0.5185999870300293,,0.8468999862670898
BANK NIFTY,2024-02-22,Thursday,46934.55,46943.8,47024.05,46426.85,47073.05078125,47363.3984375,46925.05078125,-0.2939999997615814,Gap Down,-0.2% to -0.5%,False,False,False,False,True,False,False,pdl,False,False,False,47024.05,46861.7,162.35,46872.0,False,0.0634,high,False,True,False,True,False,low,1,-0.1447,2.6784,,0.8553000092506409,47024.05,46600.5,423.55,46652.0,False,0.1216,high,False,True,False,True,False,low,1,-0.1615000069141388,0.4099999964237213,,0.8385000228881836
BANK NIFTY,2024-02-23,Friday,47060.7,46805.9,47245.35,46741.85,46943.80078125,47024.05078125,46426.8515625,0.24899999797344208,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,False,True,True,47103.9,46927.9,176.0,47029.1,True,0.575,low,True,True,True,False,False,high,2,0.8037,1.0571,2.0571000576019287,0.9283999800682068,47174.25,46927.9,246.35,47173.35,True,0.9964,low,True,True,True,False,False,high,2,0.28859999775886536,0.7552000284194946,1.7552000284194946,0.6632999777793884
