instrument,date,dow,day_open,day_close,day_high,day_low,prev_close,pdh,pdl,gap_pct,gap_type,gap_bucket,inside_day,outside_day,prev_inside,broke_pdh,broke_pdl,broke_pd_both,broke_pd_none,broke_pd_first,first15_bull,first30_bull,first60_bull,orb_high,orb_low,orb_range,orb_close,orb_close_above_mid,orb_close_loc,orb_first_side,orb_high_break,orb_low_break,orb_both_break,orb_one_side,orb_no_break,orb_break_first,orb_break_count,orb_up_ext,orb_dn_ext,orb_up_retr,orb_dn_retr,ib_high,ib_low,ib_range,ib_close,ib_close_above_mid,ib_close_loc,ib_first_side,ib_high_break,ib_low_break,ib_both_break,ib_one_side,ib_no_break,ib_break_first,ib_break_count,ib_up_ext,ib_dn_ext,ib_up_retr,ib_dn_retr
BANK NIFTY,2015-01-21,Wednesday,19811.85,19841.4,19964.95,19803.15,19745.75,19808.25,19446.80078125,0.33500000834465027,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,True,True,True,19924.25,19803.15,121.1,19908.9,True,0.8732,low,True,False,False,True,False,high,1,0.3361,-0.0599,0.9401000142097473,,19964.95,19803.15,161.8,19893.9,True,0.5609,low,False,False,False,False,True,none,0,-0.04820000007748604,-0.04479999840259552,,
BANK NIFTY,2015-01-22,Thursday,19898.5,19905.25,19939.9,19788.7,19841.400390625,19964.94921875,19803.150390625,0.2879999876022339,Gap Up,+0.2% to +0.5%,False,False,False,False,True,False,False,pdl,False,False,False,19898.5,19808.25,90.25,19820.65,False,0.1374,high,True,True,True,False,False,low,2,0.4587,0.2166,0.9628999829292297,1.4586999416351318,19898.5,19788.7,109.8,19868.4,True,0.7259,high,True,False,False,True,False,high,1,0.37709999084472656,-0.2085999995470047,0.7914000153541565,
BANK NIFTY,2015-01-23,Friday,20133.85,20071.35,20167.65,19967.35,19905.25,19939.900390625,19788.69921875,1.1480000019073486,Gap Up,> +1%,False,False,False,False,False,False,True,none,True,True,False,20158.0,20111.5,46.5,20135.4,True,0.514,low,True,True,True,False,False,high,2,0.2075,3.1,4.099999904632568,0.31290000677108765,20167.65,20083.15,84.5,20083.15,False,0.0,high,False,True,False,True,False,low,1,-0.49230000376701355,1.3703999519348145,,0.5077000260353088
BANK NIFTY,2015-01-27,Tuesday,20179.8,20575.3,20609.25,20098.25,20071.349609375,20167.650390625,19967.349609375,0.5400000214576721,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,False,False,True,20195.5,20098.25,97.25,20170.3,True,0.7409,high,True,False,False,True,False,high,1,4.2545,-0.3923,0.21389999985694885,,20210.65,20098.25,112.4,20188.85,True,0.806,low,True,False,False,True,False,high,1,3.5462000370025635,-0.6801999807357788,0.3197999894618988,
BANK NIFTY,2015-01-28,Wednesday,20507.5,20496.8,20907.55,20435.0,20575.30078125,20609.25,20098.25,-0.33000001311302185,Gap Down,-0.2% to -0.5%,False,False,False,True,False,False,False,pdh,True,True,True,20549.35,20477.25,72.1,20523.0,True,0.6345,high,True,True,True,False,False,high,2,4.9681,0.586,1.5859999656677246,1.4812999963760376,20586.2,20477.25,108.95,20561.5,True,0.7733,low,True,True,True,False,False,high,2,2.9495999813079834,0.387800008058548,1.3877999782562256,0.9803000092506409
BANK NIFTY,2015-01-29,Thursday,20475.7,20524.8,20579.0,20338.95,20496.80078125,20907.55078125,20435.0,-0.10300000011920929,Flat,0 to -0.2%,False,False,False,False,True,False,False,pdl,False,False,False,20475.7,20342.8,132.9,20360.95,False,0.1366,high,True,True,True,False,False,low,2,0.7773,0.029,0.21070000529289246,1.7773000001907349,20475.7,20338.95,136.75,20400.65,False,0.4512,high,True,False,False,True,False,high,1,0.7554000020027161,-0.16009999811649323,0.20479999482631683,
BANK NIFTY,2015-01-30,Friday,20600.65,19838.15,20600.65,19732.45,20524.80078125,20579.0,20338.94921875,0.3700000047683716,Gap Up,+0.2% to +0.5%,False,True,False,True,True,True,False,pdh,False,False,False,20600.65,20410.55,190.1,20481.5,False,0.3732,high,False,True,False,True,False,low,1,-0.4908,3.5671,,0.14489999413490295,20600.65,20410.55,190.1,20467.1,False,0.2975,high,False,True,False,True,False,low,1,-0.5626000165939331,3.5671000480651855,,0.14489999413490295
BANK NIFTY,2015-02-02,Monday,19778.95,19850.1,19991.4,19564.5,19838.150390625,20600.650390625,19732.44921875,-0.2980000078678131,Gap Down,-0.2% to -0.5%,False,False,False,False,True,False,False,pdl,False,False,False,19778.95,19594.65,184.3,19663.65,False,0.3744,high,True,True,True,False,False,low,2,1.1528,0.1636,0.03500000014901161,2.1528000831604004,19778.95,19594.65,184.3,19635.2,False,0.22,high,True,True,True,False,False,low,2,1.1527999639511108,0.16359999775886536,0.03500000014901161,2.1528000831604004
BANK NIFTY,2015-02-03,Tuesday,19941.7,19391.05,19963.7,19375.0,19850.099609375,19991.400390625,19564.5,0.460999995470047,Gap Up,+0.2% to +0.5%,False,False,False,False,True,False,False,pdl,False,False,False,19963.7,19874.0,89.7,19881.6,False,0.0847,high,False,True,False,True,False,low,1,-0.4593,5.563,,0.5407000184059143,19963.7,19798.55,165.15,19806.65,False,0.049,high,False,True,False,True,False,low,1,-0.24950000643730164,2.56469988822937,,0.7505000233650208
BANK NIFTY,2015-02-04,Wednesday,19423.25,19161.4,19423.25,19113.35,19391.05078125,19963.69921875,19375.0,0.16599999368190765,Gap Up,0 to +0.2%,False,False,False,False,True,False,False,pdl,False,False,False,19423.25,19280.4,142.85,19295.15,False,0.1033,high,False,True,False,True,False,low,1,-0.4683,1.1694,,0.5317000150680542,19423.25,19133.55,289.7,19156.45,False,0.079,high,False,True,False,True,False,low,1,-0.23090000450611115,0.06970000267028809,,0.76910001039505
BANK NIFTY,2015-02-05,Thursday,19170.15,19039.15,19444.65,18990.35,19161.400390625,19423.25,19113.349609375,0.04600000008940697,Flat,0 to +0.2%,False,True,False,True,True,True,False,pdl,True,True,True,19224.75,19102.95,121.8,19175.85,True,0.5985,low,True,True,True,False,False,high,2,1.8054,0.9245,1.9244999885559082,0.33869999647140503,19306.75,19102.95,203.8,19276.35,True,0.8508,low,True,True,True,False,False,high,2,0.6765999794006348,0.5525000095367432,1.5525000095367432,0.20239999890327454
BANK NIFTY,2015-02-06,Friday,19066.25,18766.0,19119.7,18740.35,19039.150390625,19444.650390625,18990.349609375,0.1420000046491623,Flat,0 to +0.2%,False,False,False,False,True,False,False,pdl,False,False,False,19119.7,18968.5,151.2,19052.05,True,0.5526,low,False,True,False,True,False,low,1,-0.3919,1.5089,,0.4047999978065491,19119.7,18821.45,298.25,18827.4,False,0.02,high,False,True,False,True,False,low,1,-0.30880001187324524,0.2718999981880188,,0.6912000179290771
BANK NIFTY,2015-02-09,Monday,18650.0,18394.65,18667.05,18394.55,18766.0,19119.69921875,18740.349609375,-0.6179999709129333,Gap Down,-0.5% to -1%,False,False,False,False,False,False,True,none,False,False,False,18650.6,18561.7,88.9,18591.35,False,0.3335,low,True,True,True,False,False,low,2,0.1851,1.8802,2.880199909210205,1.1850999593734741,18650.6,18499.3,151.3,18543.5,False,0.2921,high,True,True,True,False,False,high,2,0.10869999974966049,0.692300021648407,1.6922999620437622,0.2964000105857849
BANK NIFTY,2015-02-10,Tuesday,18242.95,18696.5,18933.7,18226.9,18394.650390625,18667.05078125,18394.55078125,-0.824999988079071,Gap Down,-0.5% to -1%,False,True,False,True,True,True,False,pdl,True,True,True,18629.5,18226.9,402.6,18531.65,True,0.757,low,True,False,False,True,False,high,1,0.7556,-0.4545,0.5454999804496765,,18815.55,18226.9,588.65,18683.1,True,0.775,low,True,False,False,True,False,high,1,0.20069999992847443,-0.3109000027179718,0.6891000270843506,
BANK NIFTY,2015-02-11,Wednesday,18890.75,18945.15,19051.8,18890.75,18696.5,18933.69921875,18226.900390625,1.0390000343322754,Gap Up,> +1%,False,False,False,True,False,False,False,pdh,True,True,True,19011.3,18890.75,120.55,18965.75,True,0.6221,low,True,False,False,True,False,high,1,0.336,-0.044,0.8428000211715698,,19011.3,18890.75,120.55,18993.8,True,0.8548,low,True,False,False,True,False,high,1,0.335999995470047,-0.15719999372959137,0.8428000211715698,
BANK NIFTY,2015-02-12,Thursday,19073.45,19160.65,19176.8,18739.85,18945.150390625,19051.80078125,18890.75,0.6769999861717224,Gap Up,+0.5% to +1%,False,True,False,True,True,True,False,pdh,False,False,False,19073.45,18960.3,113.15,18977.8,False,0.1547,high,True,True,True,False,False,low,2,0.9134,1.9483,0.46129998564720154,1.9134000539779663,19073.45,18830.85,242.6,18858.45,False,0.1138,high,True,True,True,False,False,low,2,0.4259999990463257,0.3750999867916107,0.2152000069618225,1.4259999990463257
BANK NIFTY,2015-02-13,Friday,19284.3,19362.45,19441.0,19164.25,19160.650390625,19176.80078125,18739.849609375,0.6449999809265137,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,False,True,False,19284.3,19179.7,104.6,19240.3,True,0.5794,high,True,True,True,False,False,high,2,1.4981,0.1477,1.1476999521255493,2.4981000423431396,19296.75,19179.7,117.05,19219.8,False,0.3426,low,True,True,True,False,False,low,2,1.2323999404907227,0.13199999928474426,0.4361000061035156,2.2323999404907227
BANK NIFTY,2015-02-16,Monday,19518.85,19155.85,19532.7,19152.9,19362.44921875,19441.0,19164.25,0.8080000281333923,Gap Up,+0.5% to +1%,False,True,False,True,True,True,False,pdh,False,False,False,19532.7,19439.15,93.55,19509.35,True,0.7504,high,False,True,False,True,False,low,1,-0.1176,3.0599,,0.5794000029563904,19532.7,19412.6,120.1,19452.65,False,0.3335,high,False,True,False,True,False,low,1,-0.32760000228881836,2.162400007247925,,0.1006999984383583
BANK NIFTY,2015-02-18,Wednesday,19226.4,19287.05,19389.8,19171.9,19155.849609375,19532.69921875,19152.900390625,0.36800000071525574,Gap Up,+0.2% to +0.5%,True,False,False,False,False,False,True,none,False,False,True,19266.45,19191.95,74.5,19201.25,False,0.1248,high,True,True,True,False,False,low,2,1.6557,0.2691,1.0778000354766846,2.6556999683380127,19311.7,19171.9,139.8,19285.3,True,0.8112,low,True,False,False,True,False,high,1,0.5587000250816345,-0.10189999639987946,0.20919999480247498,
BANK NIFTY,2015-02-19,Thursday,19296.15,19219.65,19377.45,18876.25,19287.05078125,19389.80078125,19171.900390625,0.04699999839067459,Flat,0 to +0.2%,False,False,True,False,True,False,False,pdl,True,True,False,19377.45,19263.85,113.6,19302.2,False,0.3376,high,False,True,False,True,False,low,1,-0.4058,3.412,,0.09989999979734421,19377.45,19263.85,113.6,19294.5,False,0.2698,high,False,True,False,True,False,low,1,-0.7253000140190125,3.4119999408721924,,0.09989999979734421
BANK NIFTY,2015-02-20,Friday,19157.3,19083.65,19307.8,18882.25,19219.650390625,19377.44921875,18876.25,-0.3240000009536743,Gap Down,-0.2% to -0.5%,True,False,False,False,False,False,True,none,False,False,False,19157.3,18966.6,190.7,18986.75,False,0.1057,high,True,True,True,False,False,low,2,0.7892,0.4423,0.40059998631477356,1.789199948310852,19157.3,18882.25,275.05,19031.65,True,0.5432,high,True,False,False,True,False,high,1,0.5472000241279602,-0.5288000106811523,0.2777999937534332,
BANK NIFTY,2015-02-23,Monday,19199.15,18922.85,19219.75,18922.85,19083.650390625,19307.80078125,18882.25,0.6050000190734863,Gap Up,+0.5% to +1%,True,False,True,False,False,False,True,none,False,False,False,19219.75,19116.7,103.05,19142.85,False,0.2538,low,False,True,False,True,False,low,1,-0.2392,1.8811,,0.3434999883174896,19219.75,19116.7,103.05,19134.7,False,0.1747,low,False,True,False,True,False,low,1,-0.23919999599456787,1.881100058555603,,0.3434999883174896
BANK NIFTY,2015-02-24,Tuesday,18940.45,18896.85,19022.15,18737.75,18922.849609375,19219.75,18922.849609375,0.09300000220537186,Flat,0 to +0.2%,False,False,True,False,True,False,False,pdl,False,False,False,18940.45,18818.6,121.85,18824.85,False,0.0513,high,True,True,True,False,False,low,2,0.6705,0.6635,1.2736999988555908,1.6705000400543213,18940.45,18772.45,168.0,18791.25,False,0.1119,high,True,True,True,False,False,low,2,0.486299991607666,0.20649999380111694,0.923799991607666,1.486299991607666
BANK NIFTY,2015-02-25,Wednesday,18969.2,18748.25,19069.15,18716.35,18896.849609375,19022.150390625,18737.75,0.382999986410141,Gap Up,+0.2% to +0.5%,False,True,False,True,True,True,False,pdh,True,True,True,19047.15,18967.55,79.6,19043.9,True,0.9592,low,True,True,True,False,False,high,2,0.2764,3.1558,4.155799865722656,0.5853999853134155,19069.15,18961.9,107.25,18973.8,False,0.111,high,False,True,False,True,False,low,1,-0.5127999782562256,2.2894999980926514,,0.487199991941452
BANK NIFTY,2015-02-26,Thursday,18781.4,18544.4,18795.1,18489.6,18748.25,19069.150390625,18716.349609375,0.1770000010728836,Gap Up,0 to +0.2%,False,False,False,False,True,False,False,pdl,False,False,False,18795.1,18652.8,142.3,18701.7,False,0.3436,high,False,True,False,True,False,low,1,-0.5689,1.1469,,0.4311000108718872,18795.1,18639.9,155.2,18670.65,False,0.1981,high,False,True,False,True,False,low,1,-0.5216000080108643,0.9684000015258789,,0.47839999198913574
BANK NIFTY,2015-02-27,Friday,18659.65,19090.45,19092.1,18654.85,18544.400390625,18795.099609375,18489.599609375,0.6209999918937683,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,True,True,True,18723.3,18654.85,68.45,18701.65,True,0.6837,high,True,False,False,True,False,high,1,5.3878,-0.1826,0.8173999786376953,,18748.7,18654.85,93.85,18715.6,True,0.6473,low,True,False,False,True,False,high,1,3.6589999198913574,-0.18170000612735748,0.11670000106096268,
BANK NIFTY,2015-02-28,Saturday,19306.5,19679.15,19699.35,19023.55,19090.44921875,19092.099609375,18654.849609375,1.1319999694824219,Gap Up,> +1%,False,False,False,True,False,False,False,pdh,False,False,False,19319.15,19257.35,61.8,19292.05,True,0.5615,low,True,True,True,False,False,high,2,6.152,3.7831,4.783100128173828,7.1519999504089355,19333.25,19257.35,75.9,19306.25,True,0.6443,low,True,True,True,False,False,low,2,4.823400020599365,3.0803000926971436,4.0802998542785645,5.823400020599365
BANK NIFTY,2015-03-02,Monday,19954.5,20021.6,20065.5,19750.85,19679.150390625,19699.349609375,19023.55078125,1.3990000486373901,Gap Up,> +1%,False,False,False,False,False,False,True,none,False,True,True,19983.0,19786.35,196.65,19825.45,False,0.1988,high,True,True,True,False,False,high,2,0.4195,0.1805,1.1805000305175781,1.4194999933242798,20043.25,19786.35,256.9,20017.4,True,0.8994,low,True,True,True,False,False,high,2,0.08659999817609787,0.13819999992847443,1.138200044631958,1.0865999460220337
BANK NIFTY,2015-03-03,Tuesday,20043.4,19943.5,20043.4,19825.05,20021.599609375,20065.5,19750.849609375,0.10899999737739563,Flat,0 to +0.2%,True,False,False,False,False,False,True,none,False,False,False,20043.4,19877.6,165.8,19891.6,False,0.0844,high,False,True,False,True,False,low,1,-0.0742,0.3169,,0.7192000150680542,20043.4,19877.6,165.8,19930.0,False,0.316,high,False,True,False,True,False,low,1,-0.2808000147342682,0.31690001487731934,,0.7192000150680542
BANK NIFTY,2015-03-04,Wednesday,20541.65,19638.85,20541.65,19618.5,19943.5,20043.400390625,19825.05078125,2.999000072479248,Gap Up,> +1%,False,True,True,True,True,True,False,pdh,False,False,False,20541.65,20308.3,233.35,20324.95,False,0.0713,high,False,True,False,True,False,low,1,-0.8037,2.9561,,0.19629999995231628,20541.65,20269.3,272.35,20293.25,False,0.0879,high,False,True,False,True,False,low,1,-0.8478000164031982,2.3896000385284424,,0.07580000162124634
BANK NIFTY,2015-03-05,Thursday,19605.6,19812.95,19830.35,19398.75,19638.849609375,20541.650390625,19618.5,-0.16899999976158142,Gap Down,0 to -0.2%,False,False,False,False,True,False,False,pdl,True,True,False,19657.15,19539.25,117.9,19652.45,True,0.9601,low,True,True,True,False,False,high,2,1.469,1.1917,2.191699981689453,2.4690001010894775,19715.2,19528.45,186.75,19580.35,False,0.2779,high,True,True,True,False,False,low,2,0.616599977016449,0.6945000290870667,0.16599999368190765,1.6166000366210938
BANK NIFTY,2015-03-09,Monday,19541.5,19120.95,19541.5,19120.95,19812.94921875,19830.349609375,19398.75,-1.3700000047683716,Gap Down,< -1%,False,False,False,False,True,False,False,pdl,False,False,False,19541.5,19405.95,135.55,19411.95,False,0.0443,high,False,True,False,True,False,low,1,-0.9819,2.1025,,0.01810000091791153,19541.5,19280.45,261.05,19325.45,False,0.1724,high,False,True,False,True,False,low,1,-0.5879999995231628,0.6110000014305115,,0.07450000196695328
BANK NIFTY,2015-03-10,Tuesday,19170.3,19098.25,19271.8,18915.1,19120.94921875,19541.5,19120.94921875,0.257999986410141,Gap Up,+0.2% to +0.5%,False,False,False,False,True,False,False,pdl,False,False,True,19170.3,19045.5,124.8,19115.35,True,0.5597,high,True,True,True,False,False,high,2,0.8133,1.0449,2.0448999404907227,0.5669000148773193,19264.65,19045.5,219.15,19185.4,True,0.6384,low,True,True,True,False,False,high,2,0.032600000500679016,0.5950000286102295,1.5950000286102295,0.32280001044273376
BANK NIFTY,2015-03-11,Wednesday,19050.3,19032.35,19181.8,18917.9,19098.25,19271.80078125,18915.099609375,-0.25099998712539673,Gap Down,-0.2% to -0.5%,True,False,False,False,False,False,True,none,True,True,True,19181.8,19050.3,131.5,19167.75,True,0.8932,low,False,True,False,True,False,low,1,-0.0837,1.0068,,0.9162999987602234,19181.8,19050.3,131.5,19100.3,False,0.3802,low,False,True,False,True,False,low,1,-0.08370000123977661,1.0068000555038452,,0.9162999987602234
BANK NIFTY,2015-03-12,Thursday,19201.1,19155.95,19255.9,19097.75,19032.349609375,19181.80078125,18917.900390625,0.8870000243186951,Gap Up,+0.5% to +1%,False,False,True,True,False,False,False,pdh,True,True,False,19255.9,19159.25,96.65,19240.9,True,0.8448,low,False,True,False,True,False,low,1,-0.074,0.6363,,0.4510999917984009,19255.9,19153.85,102.05,19160.6,False,0.0661,high,False,True,False,True,False,low,1,-0.5198000073432922,0.5497000217437744,,0.48019999265670776
BANK NIFTY,2015-03-13,Friday,19359.75,18758.25,19359.75,18737.35,19155.94921875,19255.900390625,19097.75,1.0640000104904175,Gap Up,> +1%,False,True,False,True,True,True,False,pdh,False,False,False,19359.75,19261.55,98.2,19273.05,False,0.1171,high,False,True,False,True,False,low,1,-0.8172,5.3381,,-0.017799999564886093,19359.75,19035.2,324.55,19084.25,False,0.1511,high,False,True,False,True,False,low,1,-0.7433000206947327,0.9176999926567078,,0.12430000305175781
BANK NIFTY,2015-03-17,Tuesday,18961.3,19053.1,19088.4,18782.05,18817.75,18912.849609375,18688.75,0.7630000114440918,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,False,False,True,18985.2,18913.7,71.5,18937.5,False,0.3329,high,True,True,True,False,False,low,2,1.4434,1.8412,2.841200113296509,2.4433999061584473,19051.45,18898.3,153.15,19041.7,True,0.9363,low,True,True,True,False,False,high,2,0.24130000174045563,0.7591000199317932,1.7590999603271484,1.2412999868392944
BANK NIFTY,2015-03-18,Wednesday,19080.25,19163.75,19234.4,18940.9,19053.099609375,19088.400390625,18782.05078125,0.1420000046491623,Flat,0 to +0.2%,False,False,False,True,False,False,False,pdh,False,False,False,19088.95,18998.25,90.7,19027.25,False,0.3197,high,True,True,True,False,False,low,2,1.6037,0.6323,0.9316999912261963,2.6036999225616455,19088.95,18940.9,148.05,19062.25,True,0.8197,high,True,False,False,True,False,high,1,0.9825000166893005,-0.4291999936103821,0.5708000063896179,
BANK NIFTY,2015-03-19,Thursday,19345.7,18824.8,19373.45,18784.95,19163.75,19234.400390625,18940.900390625,0.9490000009536743,Gap Up,+0.5% to +1%,False,True,False,True,True,True,False,pdh,False,False,False,19345.7,19246.65,99.05,19288.8,False,0.4256,high,True,True,True,False,False,high,2,0.2802,4.6613,5.661300182342529,0.35440000891685486,19373.45,19246.65,126.8,19326.65,True,0.6309,low,False,True,False,True,False,low,1,-0.3458000123500824,3.641200065612793,,0.2768000066280365
BANK NIFTY,2015-03-20,Friday,18778.8,18586.2,18782.95,18580.6,18824.80078125,19373.44921875,18784.94921875,-0.24400000274181366,Gap Down,-0.2% to -0.5%,False,False,False,False,False,False,True,none,False,False,False,18778.8,18674.7,104.1,18691.85,False,0.1647,high,True,True,True,False,False,low,2,0.0398,0.9039,1.9039000272750854,1.0398000478744507,18778.8,18606.9,171.9,18636.2,False,0.1704,high,True,True,True,False,False,low,2,0.02410000003874302,0.15299999713897705,1.152999997138977,1.0240999460220337
BANK NIFTY,2015-03-23,Monday,18695.05,18467.35,18696.7,18455.1,18586.19921875,18782.94921875,18580.599609375,0.5860000252723694,Gap Up,+0.5% to +1%,False,False,False,False,True,False,False,pdl,False,False,False,18696.7,18613.7,83.0,18621.45,False,0.0934,high,False,True,False,True,False,low,1,-0.2608,1.9108,,0.7391999959945679,18696.7,18543.45,153.25,18573.1,False,0.1935,high,False,True,False,True,False,low,1,-0.1412999927997589,0.5764999985694885,,0.02280000038444996
BANK NIFTY,2015-03-24,Tuesday,18348.35,18329.9,18546.25,18289.75,18467.349609375,18696.69921875,18455.099609375,-0.6439999938011169,Gap Down,-0.5% to -1%,False,False,False,False,True,False,False,pdl,True,True,True,18476.4,18348.35,128.05,18457.9,True,0.8555,low,True,True,True,False,False,high,2,0.5455,0.4576,1.4575999975204468,1.5455000400543213,18526.55,18348.35,178.2,18466.9,True,0.6653,low,True,True,True,False,False,low,2,0.11050000041723251,0.3287999927997589,1.198099970817566,1.1104999780654907
BANK NIFTY,2015-03-25,Wednesday,18364.3,18300.5,18430.1,18290.6,18329.900390625,18546.25,18289.75,0.18799999356269836,Gap Up,0 to +0.2%,True,False,False,False,False,False,True,none,False,False,False,18384.65,18319.85,64.8,18334.15,False,0.2207,high,True,True,True,False,False,low,2,0.7014,0.4514,1.4514000415802002,1.7014000415802002,18386.1,18315.35,70.75,18350.35,False,0.4947,low,True,True,True,False,False,high,2,0.6219000220298767,0.3497999906539917,1.3497999906539917,0.6402999758720398
BANK NIFTY,2015-03-26,Thursday,18138.8,17836.8,18221.9,17733.6,18300.5,18430.099609375,18290.599609375,-0.8840000033378601,Gap Down,-0.5% to -1%,False,False,True,False,False,False,True,none,True,True,False,18221.9,18138.8,83.1,18183.5,True,0.5379,low,False,True,False,True,False,low,1,-0.3797,4.8761,,0.2046000063419342,18221.9,18095.1,126.8,18116.9,False,0.1719,high,False,True,False,True,False,low,1,-0.6202999949455261,2.8508999347686768,,0.3666999936103821
BANK NIFTY,2015-03-27,Friday,18013.65,18061.0,18092.4,17720.3,17836.80078125,18221.900390625,17733.599609375,0.9909999966621399,Gap Up,+0.5% to +1%,False,False,False,False,True,False,False,pdl,False,False,False,18013.65,17914.9,98.75,17960.2,False,0.4587,high,True,True,True,False,False,low,2,0.7975,1.9706,0.8374999761581421,1.7975000143051147,18013.65,17778.4,235.25,17868.5,False,0.383,high,True,True,True,False,False,low,2,0.33480000495910645,0.24699999392032623,0.351500004529953,1.3348000049591064
BANK NIFTY,2015-03-30,Monday,18160.2,18367.45,18376.4,18089.45,18061.0,18092.400390625,17720.30078125,0.5490000247955322,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,False,True,True,18203.95,18103.25,100.7,18138.95,False,0.3545,high,True,True,True,False,False,high,2,1.7125,0.137,1.1369999647140503,2.7125000953674316,18203.95,18103.25,100.7,18168.3,True,0.646,high,True,True,True,False,False,high,2,1.712499976158142,0.13699999451637268,1.1369999647140503,2.7125000953674316
BANK NIFTY,2015-03-31,Tuesday,18424.1,18226.7,18491.5,18162.65,18367.44921875,18376.400390625,18089.44921875,0.30799999833106995,Gap Up,+0.2% to +0.5%,False,False,False,True,False,False,False,pdh,False,False,False,18424.1,18292.8,131.3,18330.3,False,0.2856,high,True,True,True,False,False,low,2,0.5133,0.9913,1.9912999868392944,1.5132999420166016,18424.1,18292.8,131.3,18319.15,False,0.2007,high,True,True,True,False,False,low,2,0.5133000016212463,0.9912999868392944,1.9912999868392944,1.5132999420166016
BANK NIFTY,2015-04-01,Wednesday,18204.55,18592.45,18611.7,18131.4,18226.69921875,18491.5,18162.650390625,-0.12200000137090683,Flat,0 to -0.2%,False,True,False,True,True,True,False,pdl,False,False,True,18204.8,18131.4,73.4,18189.4,True,0.7902,low,True,False,False,True,False,high,1,5.5435,-0.2459,0.24729999899864197,,18269.8,18131.4,138.4,18260.15,True,0.9303,low,True,False,False,True,False,high,1,2.470400094985962,-0.6521000266075134,0.34790000319480896,
BANK NIFTY,2015-04-06,Monday,18702.6,18597.6,18702.6,18455.2,18592.44921875,18611.69921875,18131.400390625,0.5920000076293945,Gap Up,+0.5% to +1%,False,False,False,True,False,False,False,pdh,False,False,False,18702.6,18515.2,187.4,18535.35,False,0.1075,high,False,True,False,True,False,low,1,-0.0656,0.3202,,0.9344000220298767,18702.6,18471.0,231.6,18516.0,False,0.1943,high,False,True,False,True,False,low,1,-0.05310000106692314,0.0681999996304512,,0.9469000101089478
BANK NIFTY,2015-04-07,Tuesday,18666.6,18469.3,18669.6,18351.8,18597.599609375,18702.599609375,18455.19921875,0.3709999918937683,Gap Up,+0.2% to +0.5%,False,False,False,False,True,False,False,pdl,False,False,False,18669.45,18596.0,73.45,18640.3,True,0.6031,high,True,True,True,False,False,low,2,0.002,3.3247,4.324699878692627,1.0019999742507935,18669.45,18583.75,85.7,18647.85,True,0.748,high,True,True,True,False,False,high,2,0.0017999999690800905,2.7065000534057617,3.7065999507904053,0.6890000104904175
BANK NIFTY,2015-04-08,Wednesday,18559.55,18411.6,18595.6,18381.55,18469.30078125,18669.599609375,18351.80078125,0.48899999260902405,Gap Up,+0.2% to +0.5%,True,False,False,False,False,False,True,none,True,False,False,18589.75,18524.75,65.0,18579.75,True,0.8462,low,True,True,True,False,False,high,2,0.09,2.2031,3.2030999660491943,0.3239000141620636,18595.6,18478.8,116.8,18478.8,False,0.0,high,False,True,False,True,False,low,1,-0.42640000581741333,0.8325999975204468,,0.5735999941825867
BANK NIFTY,2015-04-09,Thursday,18523.35,18882.35,18889.75,18401.45,18411.599609375,18595.599609375,18381.55078125,0.6069999933242798,Gap Up,+0.5% to +1%,False,False,True,True,False,False,False,pdh,False,False,True,18527.25,18465.35,61.9,18500.0,True,0.5598,high,True,True,True,False,False,low,2,5.8562,1.0323,0.27619999647140503,6.856200218200684,18554.25,18401.45,152.8,18551.5,True,0.982,low,True,False,False,True,False,high,1,2.19569993019104,-0.9793999791145325,0.020600000396370888,
BANK NIFTY,2015-04-10,Friday,18869.85,18792.65,18896.5,18724.95,18882.349609375,18889.75,18401.44921875,-0.06599999964237213,Flat,0 to -0.2%,False,False,False,True,False,False,False,pdh,False,False,False,18869.85,18795.75,74.1,18827.9,False,0.4339,high,True,True,True,False,False,high,2,0.3597,0.9555,1.9555000066757202,1.3327000141143799,18896.5,18795.75,100.75,18833.9,False,0.3787,low,False,True,False,True,False,low,1,-0.019899999722838402,0.7027000188827515,,0.9800999760627747
BANK NIFTY,2015-04-13,Monday,18842.25,18792.9,18890.65,18708.3,18792.650390625,18896.5,18724.94921875,0.2639999985694885,Gap Up,+0.2% to +0.5%,False,False,False,False,True,False,False,pdl,False,False,False,18842.25,18775.95,66.3,18794.7,False,0.2828,high,True,True,True,False,False,low,2,0.73,1.0203,1.2021000385284424,1.7300000190734863,18842.25,18717.1,125.15,18727.8,False,0.0855,high,True,True,True,False,False,low,2,0.38670000433921814,0.07029999792575836,0.6367999911308289,1.3867000341415405
